MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
-0.1280856,-0.36355907,0.27016285,0.28373253,1.1225284,0.803478,-0.2353872,-1.2431595,-1.3927194,-1.1484734,-0.6561309,-0.40203747,-0.4817242
1.5185331,0.8386559,-0.018144669,-0.09821507,-0.6776484,0.48644078,-0.67711514,-0.5916757,-0.46401665,0.44322515,-0.2773942,-0.23211312,-0.29300994
0.67947495,0.44101864,0.25043216,0.2746305,0.8422737,1.019914,0.2913559,-0.115706936,0.20450102,0.39975324,-0.07658302,-0.6292488,-0.63413656
1.0161651,1.4472927,0.7716417,0.43578038,1.2029089,1.541244,0.39594215,-0.7136736,0.3057637,0.36422437,0.15156476,-0.3836173,-0.47034028
1.8795812,-0.116049826,-0.74573195,0.82156086,0.42504194,1.2636209,-0.46476606,0.15166515,-0.22448792,-0.27669546,-0.6757486,-0.7671048,-0.6345187
0.5501488,1.8601911,1.2408233,0.44675583,1.0352515,1.150007,-0.9437545,-1.5229152,-0.4054059,-0.020187365,-0.51269233,-0.800372,-0.59204596
-0.8640084,0.41310936,1.3431951,0.3476462,1.2173725,0.8305553,1.0042874,-0.057007626,0.3729697,0.31184292,0.4857381,0.115206465,0.13583182
0.03041736,0.1916527,0.56508017,0.5187723,0.5016304,0.05740246,-0.12595738,-0.38839102,-0.16539182,-0.3013491,-0.46369603,-0.72498,-0.6522123
-0.6262944,0.39993167,0.82699233,0.6573081,0.6861476,0.11975693,-0.10141693,-0.90969664,-0.2405192,-0.12316558,-0.054213125,-0.5465876,-0.56023335
0.053887304,-0.10837234,0.020577349,0.09624472,-0.276888,0.16952418,0.05346248,0.10021979,0.08910657,-0.089030124,-0.63155085,-0.596057,-0.47071233
0.9466617,1.4161056,1.0250583,0.6149416,1.1208286,1.4336195,-0.35984802,-0.2583277,0.051556144,0.1900975,-0.70265895,-0.8511104,-0.7033891
-0.6349061,-1.2939326,-0.0792022,-0.2781805,-0.70391774,-0.09035059,-0.59744936,0.27284336,1.7597272,2.5611231,2.5675786,-0.014986458,-2.172289
1.0781807,-0.13329402,-0.40317023,0.5029028,0.8327106,0.7183239,-0.25324896,-0.4616938,-0.22234531,-0.3107709,-0.19200996,-0.2278228,-0.6631397
1.6731384,1.2900296,0.2974068,0.41709772,0.61074644,1.6793168,-0.9323229,-0.5236691,-0.05329526,0.4025735,-0.3196945,-0.35730726,-0.42871857
1.4798989,0.8758638,-0.10731271,0.4101248,0.8053482,1.2475647,-0.098045304,-0.5864036,-0.4637486,0.17919253,0.5246832,-0.42377982,-0.70186293
0.68659776,0.006997665,-0.13053349,0.38277423,0.44006282,0.35079297,-0.38066378,-1.073857,-0.42960823,-0.29618958,0.1946034,-1.068196,-1.7690834
0.7248219,0.7250111,0.34540844,0.25601092,1.0221989,0.6068665,-0.061279256,-0.44197804,0.19068919,0.2289017,-0.017405124,-0.67680866,-0.72746795
1.182889,-1.0368191,0.07535175,0.31315377,-0.6326052,0.642673,-0.4616783,1.2628921,2.3057635,2.9046001,2.1640933,-0.6682266,-2.5281448
0.23189513,1.2763959,1.284875,0.5900055,1.3908085,1.1413382,0.56460667,-0.52694076,0.06256284,-0.3869283,-0.054710448,-0.586875,-0.4572355
0.72759295,-1.1014006,0.008274809,0.22488283,-0.3565523,-0.045313515,-1.2979448,-0.48692915,0.12895335,1.6750816,2.3949895,1.8832264,0.7873396
1.0293168,-0.2328513,0.19582981,0.300513,0.45092463,0.6415255,-0.37029204,-1.1902183,-1.3253438,-0.58117783,-0.44716206,-0.18943769,0.08629041
1.3619459,1.8958131,0.5547274,-0.38719857,-0.09644802,1.1329479,-1.421863,-0.75479156,-0.41588104,0.28338024,-0.035776466,-0.20709105,-0.39588016
0.8671151,-0.1886909,-0.38619536,0.52163017,-0.12516728,0.3352085,-0.026554074,-0.26417667,-0.59711474,-0.6445976,-0.29424712,-1.232137,-0.9974398
0.9516975,-0.9754446,-0.069418274,0.3875988,-0.5343896,0.11209124,-1.4620922,-0.25896934,0.01220126,1.339534,2.1851187,1.5461677,0.55291414
-0.1307285,0.42310145,1.2022734,1.1102319,1.8680243,1.371527,0.885378,0.3218992,0.7950843,0.40513733,0.22874814,-0.15498744,-0.21014029
1.24763,0.2332786,-0.2100362,0.2887473,-0.0649817,0.40788966,-0.1708797,-0.24572742,0.34953725,-0.03416862,-0.49098822,-0.8979618,-1.1190766
0.09969307,-0.011868091,0.1253274,0.3167456,1.4283122,1.0456948,0.20349912,0.0063848044,0.0192488,-0.5273539,-0.4416641,-0.32652587,-0.5546402
0.6287353,0.022927502,-0.026719755,0.14350525,0.7547713,0.5539201,-0.17922267,-0.24023314,0.52126104,0.21986172,-0.17083065,-0.6699716,-0.9085503
-0.34379354,0.19160986,0.90889645,0.51912373,1.1085576,0.69841266,0.16865815,-0.31291306,0.27091223,0.18968682,0.19074814,-0.094636805,-0.23007837
0.61213297,1.1228343,0.4699249,0.17153513,0.8218659,1.4176499,-0.5229835,-0.8631498,-0.91293293,-0.35419714,-0.72628284,-0.9946428,-0.78491896
0.087450735,-0.4572252,-0.024505276,-0.021570047,-0.047225405,-0.041548178,-0.6250054,-0.30935696,1.4556849,2.3362644,2.5361347,0.5356378,-1.2452501
-0.60705245,-0.63664657,0.41782248,0.01263939,0.45394552,0.449466,0.22079772,-0.33881608,0.20918912,0.028018307,0.1431411,0.042281646,-0.03193475
1.2968255,0.19702935,-0.21641634,0.5617352,0.12237471,0.6230717,-0.7216777,-0.39451483,-0.30865273,-0.17661834,-0.31361514,-0.69667244,-1.024822
0.56471735,-0.22147505,-0.1381756,0.34167412,0.110959746,0.42120734,-0.4317053,-1.1433982,-0.82721597,-0.44084212,-0.4550823,-1.0750632,-0.61612546
0.13189372,1.4021972,1.1232797,-0.06620487,0.8786082,1.5599484,0.050920714,-0.63138634,-0.17305471,-0.14321552,-0.149188,-0.7276705,-0.9297832
1.1843783,-0.80617344,-0.06228329,0.21588415,-0.74812776,0.15029064,-0.9879487,-0.1237751,0.40059313,1.8018032,2.4354272,1.3720254,-0.9483484
-0.101657085,0.05824285,0.43645367,0.027933685,0.04540488,0.044312093,0.09012167,-0.030243445,0.36250585,0.00787429,-0.40082356,-0.8994648,-0.89024955
0.8374142,1.0799793,0.64768285,0.13497066,1.4425871,1.3578806,0.48143327,-0.22690277,0.36511776,0.2683901,0.08715028,-0.31922382,-0.36706156
1.1104797,1.8102148,0.25784642,-0.15144014,0.048305623,0.79162157,-1.5698378,-0.5711357,-0.25485998,0.7371118,0.07448248,-0.56822664,-0.5927853
0.29285347,-0.69895136,-0.19564281,0.42623433,-0.2126227,0.65855724,-0.19152145,0.07867151,-1.380422,-0.55826217,-0.23749658,-0.30137393,0.36915123
1.1247288,-1.0215927,-0.3045853,0.60683954,0.5022925,1.6442153,0.83279014,1.2709786,0.7825978,0.21402273,-1.0757846,-1.168001,0.35155764
1.3477795,-0.24076769,-0.3735508,0.069676004,0.22493792,1.2088923,0.08196039,-1.0761459,-0.90010715,-0.7079263,0.048833184,0.44204947,1.6657673
1.2775384,-0.37244472,-0.5314008,0.532021,0.013906009,1.4909594,-0.37405905,-0.71956724,-0.91342914,-0.2437346,-0.3612549,-0.6716524,-0.91225594
-0.03818058,0.7717707,1.4322582,1.2385756,1.8062383,1.403749,0.60826135,-0.27261952,0.2927032,0.2642025,-0.002630436,-0.4437741,-0.31107143
0.9253005,-0.5273056,-0.2877901,0.632703,-0.0043333173,0.67779773,-1.028065,-0.64307576,-1.1376019,0.29371306,1.7159162,1.8680975,2.3791926
1.1649578,-0.34666777,-0.23812787,0.44433853,-0.034916904,0.24569887,-0.27847955,-0.47032702,-0.70179826,-0.027396902,-0.10214306,-0.66108036,-0.6899772
0.9576132,0.045460273,-0.37685227,0.377339,-0.28899845,0.37329122,0.26157567,-0.0058673727,0.1496142,0.23154432,-0.61481535,-0.7654758,-0.25737438
1.1117418,1.3398831,-0.11377256,-0.6023712,0.5243509,0.46763694,-0.49528092,-1.3148327,-0.228716,0.07507439,-0.416507,-0.89652157,-0.5758529
0.54837364,0.8477169,0.038444623,-0.1334731,0.9435238,0.6723795,0.062269047,-0.70429915,-0.1587401,0.15391581,-0.103682555,-0.7222926,-0.71880126
1.0056529,-0.020593913,-0.30623826,0.7725513,1.0046028,0.7627051,-0.1899222,0.19297591,0.12607381,-0.32433704,-0.5405056,-0.5208332,-0.5137592
-0.13071835,0.7531942,0.8721203,0.7959168,1.2339082,1.4076107,0.5301402,-0.008654941,0.5408186,0.5577556,0.1323827,-0.3710584,-0.33552566
0.26139247,-0.65244025,-0.12018357,0.15827571,-0.44260415,-0.051840737,-1.2533473,-1.2762276,-0.5856185,-0.058365654,-0.71221304,-1.5880395,-1.5173867
1.2067525,1.7757136,0.7153351,-0.43529677,0.6809087,0.6696004,-0.76679915,-0.94661856,0.78255713,0.7335904,-0.09740915,-0.9947813,-0.5638723
-0.14976735,1.1111255,0.7147306,0.25671208,1.1146466,0.8875934,-0.101616815,-0.69800013,-0.29474896,-0.16591397,-0.49410662,-0.8986973,-0.5271578
-0.19176418,0.6524027,0.9924828,0.3059963,1.1310011,0.23591185,-0.33512738,-1.0993158,0.10997053,0.24881592,0.43844414,-0.113651335,-0.21857837
1.0060233,1.1040847,0.66004765,0.22749226,1.0030576,1.0691679,-0.5826556,-0.07899239,0.025477305,0.24016348,0.016877698,-0.41304964,-0.2961964
1.5263213,0.34518948,-0.5757507,-0.12802218,1.0351343,1.1781591,0.09034037,-0.19844075,0.2386782,-0.15107542,-0.51927876,-0.6198824,-0.35260049
0.29419836,1.0298457,1.098857,0.6795122,0.9897446,1.1101302,-0.25647613,-0.7821712,-0.25954884,0.05904886,-0.14919628,-0.63047415,-0.8061365
-0.18108284,0.01822593,0.6703703,0.38438794,0.8921068,1.0144134,0.6121429,0.21873797,0.6277225,0.28093413,-0.03722957,-0.3218552,-0.28046477
0.34558868,1.1321896,0.6271202,-0.39910513,1.0696217,1.007832,-0.16301295,-1.072772,-0.16949414,-0.010541209,-0.37139896,-0.91596115,-0.837251
0.2416188,1.0510045,0.8786081,-0.29229295,0.5163367,0.9592754,-0.0038480128,-0.5598916,0.58309215,0.9304873,0.31515035,-0.9201449,-0.8895143
1.1928946,-1.1567678,-0.08533563,0.30543295,-0.24552901,0.30067226,-1.2220176,-0.49372366,-0.11678846,1.0411016,1.8504931,2.4813359,1.5216286
-0.6780782,-0.79219586,0.3718726,0.1429114,0.18014196,0.160205,-0.35856345,-1.172179,-0.69569623,-0.13602543,0.2607431,0.091102466,-0.219846
0.78532827,-0.53495985,-0.20294875,0.69673574,0.08442991,0.47565705,-0.27920526,-0.76815724,-0.8060136,-0.28916302,-0.07132385,0.41988763,0.97097313
0.300131,-0.50893724,-0.21412797,0.081793845,0.30359486,0.61779624,-0.40098122,-0.66249466,-0.7097421,-0.12232344,1.8093337,2.1491773,2.060898
1.8422797,-0.26759568,-0.71048385,0.9776519,-0.036697213,0.5844719,-0.7431929,-0.002814919,0.5013242,0.6813893,0.06875726,-0.57027787,-1.1527214
0.89950186,0.8272495,0.26933858,-0.31998327,0.11433622,0.12075424,-0.58684915,-1.0038216,-0.31099027,0.29586327,0.06302877,-0.7321334,-0.52030253
-0.29272422,0.25267714,0.69767773,0.23353454,0.86629087,0.93798625,0.5053695,-0.2194995,0.08332084,0.21269196,0.285214,-0.29937264,-0.8080519
-0.3765076,0.46806696,1.1629115,1.041129,1.2390176,0.93495166,0.47861627,-0.13298336,0.2652177,0.094522774,-0.10642274,-0.47997123,-0.442182
1.7950244,1.7271698,0.018746845,-0.08937891,0.72222453,1.1546327,-0.7492752,-0.34045437,-0.44792393,-0.22799067,-0.5952085,-1.1050535,-0.77171314
0.87073255,1.6582655,0.7890745,0.07325114,0.18103221,1.3831457,-1.255933,-0.93976367,-0.0014522244,0.530271,-0.4005198,-0.82964414,-0.63901865
0.0078572305,0.33849412,0.83022124,0.614995,1.3836938,1.2885349,0.96375096,0.22818731,0.6057972,0.22606078,0.0048220013,-0.29413882,-0.18060608
0.34372267,0.81149584,0.3690302,-0.3430156,0.92325634,1.0795408,0.1499146,-0.41969445,0.5799362,0.48737156,0.41039267,-0.35163534,-0.80515337
0.26339385,-0.16277571,-0.062945135,0.19500168,0.17260669,0.332984,0.13909444,-0.13515526,-0.17700529,-0.39785874,-0.20394653,-1.0467969,-0.9023402
0.7686186,-0.9977473,-0.22402798,0.028786542,-0.6793683,0.25133502,-0.6635782,0.7304679,2.1889799,2.5298417,1.4445713,-1.1782403,-2.7124507
1.2054213,-0.58391666,-0.22937411,1.1238735,-0.116984814,0.4168429,-0.74495095,-1.0549542,-0.937119,-0.17968857,-0.82212234,-1.2204683,-1.3357913
0.45496234,1.5210551,0.90932965,-0.12300676,0.19695075,0.9414335,-0.54821914,-0.8938082,-0.006829428,0.495562,0.21309903,-0.4992604,-0.45909256
0.5066219,1.3871125,0.84671164,0.4231155,1.3551216,1.3944325,0.11380163,-0.55514073,0.06359256,0.24608432,0.023668831,-0.4312544,-0.49519402
-0.006509281,-0.101394646,0.3025231,0.078363955,0.29191905,0.2813606,-0.13233502,-0.9783741,-0.22082782,0.13964614,0.20758966,-0.06533522,-0.032274045
0.7181646,1.1752468,0.74933314,-0.19763678,1.6105201,1.4739336,0.027604045,-0.41937134,0.9657848,0.89746153,0.17501107,-0.435189,-0.23229156
1.5874907,-0.78490514,-0.15215306,0.8667707,-0.50261015,0.38676807,-1.3181037,-0.49184886,-0.85258937,-0.10719143,0.4965243,1.144348,1.8949763
0.92632097,1.4798762,1.1333599,0.632153,1.1792088,1.0986739,-0.26185763,-1.0492048,0.14086679,0.24754828,-0.0685405,-0.9941068,-0.76919794
1.8838532,-0.44716495,-0.22592263,0.43488434,-0.35153046,1.0907413,-0.51974833,-0.08767819,-0.6970715,-0.91085684,-0.46270198,0.720336,1.2957177
-0.42046764,-0.54794806,0.3633621,0.45854828,-0.44213566,-0.015768118,-0.39197302,-0.109124094,-0.8066656,-0.89342123,-0.83304876,-0.67213386,-0.5077795
-0.6925718,0.7101127,1.3966326,0.86707807,1.3344666,1.3424385,0.8262656,-0.18787818,-0.07856589,-0.021692894,0.3118294,0.1283583,-0.082926646
0.08185651,-0.37921014,0.106452994,-0.1500445,-0.12256242,0.3488088,-0.083828926,-0.030939871,0.20335656,-0.12930176,-0.58282095,-0.8257035,-0.65128237
0.031416606,0.36616585,0.65938526,-0.0015845868,0.80420387,0.74659914,0.17572072,-0.4844462,0.07672156,0.04632909,-0.13978563,-0.77054995,-0.7747316
-0.07636414,-0.97826475,0.13135992,0.35670224,0.042949356,0.07557056,-1.0066485,-0.8537921,-0.384694,-0.027584018,0.7832821,1.5347049,1.8628868
-0.61627775,0.6419334,1.6171932,1.5953776,1.7041299,1.3524317,0.7531278,-0.09489817,0.48016244,0.5856105,0.71853185,0.34819615,-0.1014388
0.80865073,-0.2367466,-0.21847884,0.7343576,0.404239,0.37680468,-0.70308733,-0.9596793,-0.56255364,-0.33366656,-0.38248822,-0.97784895,-1.3655005
1.2333947,0.9633931,0.01433565,0.046640445,0.7790898,0.9871105,0.38087794,-0.28824347,0.01980183,0.47212973,0.70618504,-0.35373995,-0.42246214
1.0587691,-0.059540324,-0.17109756,0.72808653,0.3446015,0.5775654,-0.80713475,-0.48878768,-0.31403083,-0.21889772,-0.28215092,-0.70270336,-1.0586423
0.95523864,-0.00051969953,-0.3205679,0.20604557,0.2515586,0.21880163,-0.81606144,-0.3129456,0.620498,0.45852354,0.13685527,-0.87657356,-1.3544679
0.23417063,-0.3161614,-0.18783465,-0.012350565,0.10734657,0.4052068,-0.08668378,-1.5465435,-1.0812097,-0.388138,-0.23954608,0.32434648,1.628144
-0.27574816,0.8529459,1.2691935,1.0595543,1.4606129,1.4196603,0.7150719,-0.28127608,0.2115874,0.105596416,-0.09615629,-0.60341513,-0.60327655
-0.2622436,0.2991102,0.9550349,0.6333579,1.2612818,1.2631748,0.44388178,0.3194812,0.75912577,0.70143545,0.3515955,-0.117536746,-0.27313736
0.22633426,0.36075082,0.25766656,-0.31834415,0.99905765,1.2902424,0.23558308,-0.4195064,0.5188797,0.6889577,0.4160777,-0.38918185,-0.58577013
-0.47091866,-0.28902334,0.56108224,0.47223842,0.672108,0.06605875,-0.17537405,-0.95961684,-0.46767724,-0.3204638,-0.48214307,-0.8978422,-0.62469554
1.1541681,0.10727631,-0.49331054,-0.07684635,0.561244,1.3958896,-0.032068994,-1.018032,0.14331992,-0.21578076,-0.3832307,-0.5980024,-0.7011802
0.5596718,-0.751305,-0.16747418,0.20868042,-0.2916317,0.25166717,-0.9721753,-1.1003098,-1.5543208,-0.684802,-0.5860194,-0.85538465,-0.528433
1.0844194,1.9035462,0.73717415,-0.46844912,0.22782911,1.059308,-0.89406234,-1.3023044,-0.019774215,0.11463386,-0.15570052,-0.90625143,-0.3611399
0.2718147,0.7312715,0.9336673,0.4257151,1.1580919,0.90360695,0.39396724,-0.53052247,0.0067464276,-0.26459292,-0.27342907,-1.1407572,-1.0565149
0.6468532,1.2347285,1.1058809,0.086428195,1.5069321,1.7686634,0.30378824,-0.7168756,0.5925712,0.6789526,-0.0017771173,-0.5635476,-0.27145603
-0.35842305,0.7263574,1.8015641,0.40597108,0.53740364,-0.42204866,-0.12320228,-0.35551634,0.74881047,0.16912797,-0.19693601,-0.5383925,-0.39765334
0.16739087,0.007994628,0.34357587,0.18042724,0.60000765,0.5216655,-0.09515764,-0.60991544,-0.31322524,-0.15190242,-0.30528635,-0.8514174,-0.9415666
-0.7448662,0.6167498,1.2441692,1.1886181,1.8601558,1.7298464,1.0473244,0.2829849,0.768377,0.5231093,0.2802527,-0.103783496,-0.1410453
-0.61995035,-0.8905046,0.09392139,0.0051622465,-0.07258176,0.36048448,-0.37691703,0.8459738,2.0926883,2.5150478,1.5479617,-0.7337454,-2.092459
2.125916,0.7514405,-0.6235735,0.5622244,-0.7407823,0.8443078,-0.51502943,-0.266778,-0.40831175,0.21909991,-0.29209077,-0.2973763,-0.28859016
1.5372224,-0.56916857,-0.4460025,0.64234906,-0.70396554,0.7485666,-0.68468016,-0.07144514,-0.47965717,-0.34518728,-0.93532366,-0.69257736,0.18177964
0.78510344,0.39114833,0.006071143,0.2774959,0.57799405,0.36382395,-0.12133531,-0.4429143,-0.3583111,-0.34831873,-0.35664037,-0.76848716,-0.55340236
0.59196097,1.126254,0.55770975,-0.16832794,1.4532748,1.1065781,0.117085695,-0.53878164,0.6329525,0.85509115,0.7805026,0.20908213,-0.048625976
0.5817688,-1.0944496,0.06104826,0.2131011,-0.6753728,-0.2616747,-0.8476485,0.17097701,1.0710573,2.2906854,2.81567,1.6394397,-0.8683495
1.3095512,-0.21229628,-0.19787496,0.41175735,0.24324265,-0.021597324,-0.5784899,-1.4474443,-0.5891403,-0.52474356,0.84405434,2.0925918,2.3877523
0.28116804,0.19855835,0.3896505,-0.11337478,0.23689282,0.9161448,-0.010571281,-0.98873436,-1.0811929,-0.6041672,-0.6387335,-0.9369805,-0.6244608
0.6798012,-0.2377524,-0.56084657,0.2580878,0.57354355,0.8916131,0.022911971,-0.49354577,0.1487421,-0.07073264,-0.4440101,-0.70448667,-0.86628443
