MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
0.7306646,0.88592476,0.12303104,-0.52155036,0.14882818,-0.5734439,0.7097013,0.36735192,-0.20725386,-0.0020879984,0.16944762,0.1846445,0.24214545
-0.30232704,-0.6028941,-1.7914928,-2.3124733,-1.7581793,-1.4124368,-0.6719232,0.023026437,2.3010526,4.052242,3.5352976,0.7119292,-1.1871625
-1.1274443,-2.3178716,-1.5819687,-0.19340017,2.2855122,1.6304133,1.5747429,-0.8002753,-0.6655759,2.112575,2.9667192,0.053787343,-1.6599935
0.8652176,0.9003514,0.60975283,1.0319059,1.4580959,-0.6671087,0.48059982,0.353174,-0.4469842,-0.031369563,-0.027620891,-0.205967,0.6401089
-1.3313662,-1.5742567,-1.3332258,-1.1736202,-0.15217169,0.778489,2.874979,2.698622,1.2644905,-1.111478,-1.2850677,1.1290314,2.2469866
0.08986304,0.27020457,0.44543573,0.07815791,0.31853086,-0.68398315,0.52481306,0.38552818,-0.93225086,-1.7619296,-1.9822824,-1.6796426,-0.75614226
-0.7974438,-1.6699637,-1.7258239,-1.5312269,-1.312641,-0.711924,3.3558,4.4600463,2.4739714,-0.31666067,-2.6705935,-1.1535367,1.9155594
0.8008777,0.58246034,-0.5955838,-0.29626846,0.3405309,-0.86977893,0.7466053,0.3141867,0.1172377,0.62842673,0.35142538,-0.261844,-0.94955283
0.7840312,0.5894316,-1.0830641,-0.18596372,0.792111,-0.28723782,0.8782695,0.7661413,-0.44555074,-0.33926532,0.18902524,0.7430714,1.1407939
0.11069009,0.34120372,0.22471367,-0.5865763,0.057042643,-0.5238409,0.57758284,0.22940622,-0.9010803,-1.272873,-1.4906203,-1.9053344,-1.3013113
0.8351885,0.60971,-0.3986417,-0.6948934,1.1886413,0.51892096,1.1331096,0.15815338,-0.39885643,-0.1668507,-0.59739226,-0.71438175,-0.12205082
-1.6698035,-1.8417686,-1.5304165,-1.0631374,-0.5114834,0.21074428,2.5432596,2.4500704,0.97635823,-0.78385174,-1.9038413,-0.10975925,2.3062859
0.61786497,-0.073629916,-1.5061806,-0.48526075,-0.54447377,-2.055102,-0.7945127,-2.362465,-4.064121,-2.1899562,-1.135237,-0.07948667,0.62875366
0.42987195,0.04960465,-1.2706428,-1.874346,-0.6966922,-1.4593395,-0.871894,-0.765363,-1.0150175,-0.2976222,0.268356,0.40946373,0.8555487
-0.8860769,-1.2824643,-1.6769732,-2.320561,-0.918369,-0.37797576,2.2011483,2.876462,2.8684008,1.2302412,-1.509623,-2.0652654,0.30423695
-0.19069919,-1.6266696,-1.340041,-0.83214444,0.008054916,0.65984154,3.0214741,3.5084498,0.6582456,-1.0115728,-1.3411582,1.3679748,3.1598053
-0.43343076,-0.6986304,-0.8832261,-0.8246286,-0.4906806,-1.5740291,-1.0825382,-0.7875227,-0.9092651,-0.70421493,0.42014888,1.5240653,2.445253
2.1791844,1.3390768,-1.1450156,-0.28378642,0.031572547,-1.2689843,-0.5478778,0.5516593,0.37100896,0.38491032,0.18430427,0.6582385,0.6113091
-0.29741928,-1.9537895,-1.9973874,-1.8175788,-1.6333139,-0.5027701,2.027932,2.8213542,2.0431027,1.2052569,-2.14768,-1.6847644,1.7119876
0.47711977,0.6302706,0.23548482,-0.16509172,0.7403335,0.23583339,1.0427709,0.40503788,0.09912817,0.14952771,-0.3676056,-0.15582462,0.7411256
-0.3983658,-0.7297043,-1.1746887,-1.6195182,-0.7871536,-1.449992,0.13334264,0.49200043,1.663338,2.9463034,2.7470982,0.16490693,-1.5396256
-0.91668373,-2.3160207,-1.3570106,-0.4315106,1.3569949,1.5034133,1.7427648,-0.37731373,-1.1797212,1.9672735,1.5705006,-0.05227023,-1.5071685
0.6989445,0.5820685,-0.25338268,-1.1581793,0.571162,0.32692915,0.9121315,0.16210571,-0.73140997,-0.6314742,-1.0180901,-1.9373367,-1.4088353
0.09475775,-0.22149992,-0.7899121,-1.490843,-1.4703947,-2.0932462,-1.1265429,-1.9143846,-1.670682,-1.4418801,-0.86185145,0.9665202,2.111906
0.11389135,-0.49020946,-1.3395585,-1.8820292,-1.18248,-1.1735784,0.17147857,0.34381878,1.0767611,1.5475483,0.8828246,0.79147834,1.507578
0.50350964,0.28048366,-0.020396106,-0.71019727,-0.21937332,-1.7967294,-0.9230222,-0.85632396,-2.2031474,-2.3636374,-0.99577236,0.09892062,0.55925035
-0.7360765,-2.2906651,-1.5433414,-1.2761416,0.89094245,0.9714824,3.0230217,2.7871642,-1.0428289,-1.5252652,0.8200593,2.5342653,2.1499693
2.052542,1.1185892,-1.6908233,-0.82379407,-0.018315678,-0.4420617,-0.5710258,0.3317125,-0.06640241,-0.86239237,-1.4538908,-0.50855625,0.70698845
0.7226774,-0.0034992048,-1.2130519,-1.8017379,-0.6365158,-2.136834,-1.2016424,-1.2119828,-0.963591,-0.41039437,0.88827825,2.8125546,3.3780055
1.5672058,1.1978744,0.19975068,0.7152136,0.82940894,-0.8349816,1.1902366,0.7772766,-0.792139,-0.27907264,-0.6539335,-0.7760238,0.431601
1.0500172,0.36352813,-0.689733,-1.0728953,0.019406287,-0.767008,-0.5621824,-0.6839855,-0.9920043,-1.5907253,-1.8446735,-0.9386775,-0.07353751
2.6629972,0.87746227,-1.7214051,-0.078616,0.97011065,0.2802774,-0.6296463,-0.46254566,-0.45562103,-0.080719694,-0.2023169,0.18124817,0.9312179
-0.21105683,-1.8734086,-1.5466055,-1.8857687,0.21859686,1.3616644,2.9349546,3.2547874,-0.105311155,-1.8012,-0.21873376,2.2337956,2.3612144
0.73615396,0.2973781,-0.14954302,0.17718035,0.5160659,0.013376835,1.4914225,0.34461313,-0.9003519,-0.36994466,-0.40315714,-0.7938277,-0.8545946
-0.3147497,-0.7209678,-1.436272,-1.9917434,-0.29042682,-0.2801666,1.1030751,-0.49616408,-1.004783,1.3023553,3.2325125,2.934755,1.1478449
0.2907124,0.1774328,0.51464665,0.6984117,0.8123333,0.07882982,1.5846835,0.43661594,-0.7737905,0.28919798,0.7665222,0.3392207,0.34205067
0.6421311,-0.58670384,-1.5325001,-0.24368042,-1.5601356,-2.779902,-1.642266,-2.4058666,-2.8340807,0.19659048,1.1569506,1.2732939,1.9597815
1.3679632,0.9033674,-1.4899529,-1.115373,0.10347584,-0.43388948,-0.4288703,-0.49268737,-0.36463243,0.30846325,-0.051607136,0.44622764,1.5148587
0.48595974,-0.0932079,-0.64709336,0.13383591,0.17740059,-0.4131531,-0.18615885,1.0298854,-0.23922583,-1.2518579,-2.0205832,-1.851631,-0.73852056
1.4027436,-0.34626156,-1.2904006,-0.04046478,-0.857558,-2.4596565,-1.9812043,-1.0939467,-2.8537173,-1.820321,-1.2661598,0.24836065,0.34196216
1.5148281,1.0748736,-1.0579398,-0.966092,0.086613834,-0.62999207,-0.012936659,-0.07204995,-0.9813793,-0.48538858,-0.18687937,-0.041808497,1.2035154
-0.09692964,0.30971104,0.39270717,-0.51376534,-0.119793706,-0.96719503,0.05116928,0.6175292,0.08437017,-1.191323,-2.1929119,-2.5087085,-1.3837326
1.1889014,-0.35995722,-1.6785818,-1.102362,-1.777638,-0.81339896,-2.5919788,-0.792883,-0.96752703,0.60178936,1.7598968,3.208259,2.6342237
-1.0504569,-1.6426085,-1.5781662,-1.5911471,-0.4724919,0.57897604,3.3794634,3.2947898,0.9090123,-1.0810328,-1.137265,1.084332,2.8058386
0.27065593,-1.1603078,-2.0814352,-1.2488221,-1.049394,-1.9222419,-1.5942957,-0.47724277,-0.7381987,1.919368,3.173008,2.5574338,1.3574276
0.1266843,-0.30025804,-0.16799687,-0.402345,0.44178963,-0.9788409,-0.7944882,-1.1628764,-1.1809998,-1.1772335,-1.4982219,-1.0825384,0.09420614
0.04565501,-0.13599163,-0.46932188,-1.3551676,-0.7412337,-2.183774,-1.2702967,-0.50171053,-0.30740753,0.08486776,0.99304664,0.7829372,0.11225851
0.78120995,-0.42582896,-1.1922408,-0.291142,-1.2749702,-2.039996,-1.4027202,-1.7044318,-2.8686216,-1.0035642,-0.8203887,-0.0025604605,-0.27768132
1.4200114,0.50815696,-1.2842486,-0.34051517,0.19354247,0.14006408,-0.20266911,1.1688839,0.07116714,-0.84341174,-1.1255125,-1.2523168,-0.6372456
-0.2504968,-0.14830762,0.14579102,-0.056561857,0.9487866,-0.17027153,0.088067256,-0.08725854,-0.73370975,-1.4782742,-1.8927094,-1.6752784,-0.466176
-0.5092289,-0.60681266,-0.87295955,-0.70694226,-0.26369125,-1.4325594,-0.36534834,-0.51457363,-0.5552337,-0.009908711,0.2181513,0.5052885,0.8947093
0.6399407,0.5856936,0.424646,0.5841585,1.1133664,0.31559372,1.5644432,0.6499886,-0.19092692,0.40727082,-0.0057454687,-0.20727152,0.81317127
2.5491028,0.687643,-2.2188601,-0.18200816,-0.23958045,-1.6495826,-0.06202695,1.3090953,-0.64076287,-0.30598307,0.26396582,0.23864631,0.23548827
-0.5834249,-1.442727,-1.7788215,-1.7823803,-1.4174348,-0.024703532,2.962484,3.7879393,2.872045,0.19201523,-2.156631,-1.3825648,2.0720255
0.044091605,-0.48167387,-0.7754588,-0.5357677,-0.58768857,-1.6975353,-0.17267108,-1.2506533,-1.9007057,-0.686366,-0.24396296,0.4004237,1.2085378
0.73828053,-0.51459444,-1.1400101,-0.78358454,0.021480897,-0.4535319,-1.0016568,-1.4654343,-1.3507272,-0.7725079,-1.7341539,-1.484381,0.7252164
-1.4542115,-2.5560117,-1.7169623,0.075316414,1.8275719,0.642046,1.8206506,0.63844496,-1.7592899,0.67190826,2.856295,1.4506046,-2.5433106
-1.1859994,-1.8902608,-1.598702,-0.29188845,2.2555723,1.506515,1.74779,-0.61004895,-0.6834479,2.0363843,2.7905693,0.030005917,-1.3854079
2.1931639,1.5005059,-1.5403577,-1.0373309,0.22716768,-0.7550261,0.43811855,0.40014103,-0.4460397,-0.7764569,-0.6115372,0.22689356,1.0219015
-0.47832623,-0.9220001,-1.4447876,-1.9053823,-0.9832281,-1.7408743,0.91440094,3.0084164,3.3773048,2.3221726,0.85175467,-0.67427576,-1.087062
0.22106636,-0.3265004,-1.2786403,-1.296926,-1.8021773,-3.0071406,-1.4843792,-0.7184997,-0.12144602,0.7610681,2.5669477,3.0193114,2.0933902
1.6117858,1.2043871,-1.0809203,-1.1089733,0.070665956,-0.64881325,0.029393116,-0.3572788,-1.0824721,-0.39049724,-0.012406827,-0.022032084,1.0975685
0.6550976,0.75158554,-0.13183716,-0.3449431,0.73916465,0.06291527,1.3068593,0.2802159,-0.5412576,0.34984308,0.49122265,0.36202428,0.8614407
-1.308064,-2.1834257,-1.6020559,-0.840843,2.2731137,2.5631444,2.432234,-0.0022430127,-1.4914347,0.67007625,3.1620204,1.2535859,-1.5110652
0.8915349,-0.26137033,-1.1924596,-0.38391194,-1.2135606,-2.8874955,-1.8963271,-4.0305758,-2.8783891,-0.68934476,-0.60445756,-0.30369347,0.73487383
-1.248335,-2.3673432,-1.8906541,0.009364304,1.0171814,0.4011365,1.8015304,2.6116068,0.57001054,-1.5746382,-1.7114744,2.1776361,2.9563537
1.0826423,1.2656769,0.43878618,-0.495079,0.28927654,-0.105552144,1.0235114,0.8014462,0.06407831,-0.023460994,-0.09320823,-0.2833308,0.5272703
0.42836607,0.104139835,-0.13907504,-0.526836,0.42596844,-1.2641683,-0.8001235,-0.7602988,-1.571818,-1.8291852,-1.3591992,-0.9385175,-0.38655925
-0.46654072,-0.11940409,0.18583229,-0.31914115,0.39372206,-0.35534224,0.2783011,0.2928412,-0.29481897,-1.1858913,-2.1303127,-2.2102904,-0.7265849
0.44468755,-0.12554659,-0.74528325,-1.0795786,-1.7103809,-2.125316,-1.2140582,-1.6912292,-1.7668823,-1.5085423,-0.3586197,1.198186,2.1601508
-1.650973,-1.9911774,-1.6361902,-0.7347662,0.69160515,1.5726492,2.3512156,2.2948778,-1.5435313,-1.746139,1.1924732,2.5073512,0.3664307
-1.2751595,-2.6193233,-1.5257949,-0.18514976,1.8597177,0.7627276,2.0363524,0.66779816,-2.1173713,0.61980945,3.3417912,1.377831,-2.3690805
-1.6908838,-1.3978701,-1.326276,-1.4009562,-1.4452627,-1.4866494,0.3097456,2.0591216,2.350959,2.3817625,0.45459098,-1.0821278,-1.4720932
0.13583994,-0.2105895,-1.5155262,-2.1232703,-0.8054547,-1.9740399,-1.2586564,-0.5736111,1.340658,2.8577998,3.1507242,2.2234015,0.24090976
0.58797747,-0.8256584,-1.6006664,-1.0327325,-1.8296939,-3.409142,-2.411053,-0.7459767,-0.9283223,1.754191,2.3169577,2.6651168,1.8453261
0.96217006,0.9074556,0.23003156,-0.18945268,0.537093,0.18285026,1.6872637,-0.13599347,-1.863076,-0.40001217,0.50650674,0.52658266,1.1030779
0.36106756,-0.7802515,-1.7724653,-2.4111912,-2.298917,-1.6265113,0.9006408,2.7457654,3.9296894,3.0541403,1.2982062,-0.8863249,-1.4931362
1.9970359,0.04846689,-1.1762185,0.18083587,0.09653695,0.3269858,-0.8193379,0.068632886,-1.3517495,-0.920213,-1.562079,-1.3055097,-0.74365956
2.3726132,1.1729609,-1.3521534,-0.78574324,0.18822993,-0.55978847,-0.13649198,0.90074205,-0.7360614,-0.73010623,0.11456941,0.25473946,0.7557215
-0.599613,-1.953048,-1.7119985,-1.2338512,0.950083,1.8841656,2.7996902,2.742757,-0.78969336,-1.4530734,0.29222608,2.6307046,2.2274191
1.2024715,0.5097357,-0.001432227,0.39561486,-0.007295412,0.16867465,1.3702128,0.44158086,-1.307717,-0.49193475,-0.36126533,-0.64807993,-1.0131928
0.4743038,-0.013418507,-0.27403718,-0.43009713,0.74360734,-0.5942455,-0.1465887,-0.6559676,-1.8297812,-1.8794502,-1.0490727,-0.55454814,-0.29445675
0.7795121,0.90834385,0.5337348,0.43620935,0.6437043,-0.03148796,2.030024,1.0299851,-0.7972755,-0.07713138,0.08059974,-0.21305251,0.6668664
-0.19818024,-0.46961564,-0.4979722,-0.8196948,-0.9807018,-2.1592953,-0.087428294,-0.23793256,-0.38602224,1.3637962,2.9683156,3.0291271,2.045031
1.7462631,0.4512447,-1.8597814,-0.15228346,-0.46824235,-1.5486909,-0.48558685,1.4888775,0.09249283,-0.0541399,-0.44843653,0.4856337,0.7226869
-0.008953009,-0.3002537,-0.24640141,-0.23165527,0.36905798,-1.1492018,-0.48415232,-1.2425948,-2.0426226,-1.4689406,-0.9436399,-0.3119459,0.7939321
-1.0262072,-1.8799372,-1.7672719,-2.0513966,-1.2679433,-0.03965628,2.6158204,2.9348032,1.170437,-0.18438616,-2.3603203,-0.5403845,2.5706186
1.8925798,1.4383216,-0.23362042,-0.12300203,0.77916604,-0.7135586,1.248408,0.7711432,-0.5893176,-0.4805436,-1.1767339,-1.0649713,0.5129508
2.105737,1.2800597,-1.0613933,-0.59281665,0.65020674,-0.021339683,0.18683988,0.1883563,-0.054700516,-0.06836372,0.16231024,0.11762125,0.8214129
-0.061465852,-0.7764296,-2.1143053,-1.0614145,-0.5484194,-0.49158975,0.5414717,2.1807475,2.2177339,2.8861856,2.1833236,-0.19988838,-1.2216631
-1.3231074,-1.7014064,-1.6500869,-1.4387083,-0.092113815,0.9850067,3.1711276,2.9498107,1.3882071,-1.5418516,-1.8330895,1.3911344,2.9570932
-1.0487112,-2.0406797,-1.7426608,-1.6047295,-1.0955157,0.80039954,2.5235047,3.0331402,1.3472874,-1.7457887,-2.3517065,1.3722931,2.83181
-1.1851249,-2.2864678,-1.3437691,-0.09973837,2.7026505,1.5957068,0.3683397,-0.87682664,-0.25940844,2.3272884,2.9869363,-0.7559069,-1.8030083
1.0914049,0.45433354,-1.1744123,-1.0030217,-0.17691147,0.022510631,0.20205823,0.13244645,-1.0533736,-0.87681854,-1.8828748,-2.1780353,-1.1623238
0.530832,-0.6453102,-1.1673695,0.25126922,0.028064221,0.017189728,-0.21889535,1.0013728,-0.77997565,-1.718387,-2.2101657,-1.7354025,-0.81263506
1.9890298,0.081621446,-1.7678608,0.2534862,-0.39414325,0.04542354,-0.06586269,1.0813962,-1.5400711,0.25515583,-0.29563874,-0.8594786,-1.588081
0.9908446,-0.6697923,-1.5321095,-0.6617459,-2.4257936,-2.327449,-2.6541388,-2.2959538,-1.2422198,2.1248262,1.3167926,1.5612832,2.1552682
0.5820202,0.7171166,-0.15394707,0.42706338,1.559458,-0.24989459,0.7589539,0.74594533,0.31230858,0.26770845,0.3672051,0.851711,1.2102249
-0.47966483,-0.904772,-1.1228248,-1.0124218,0.06617147,-0.3264771,1.0199292,-0.2543629,-0.44414273,1.3304574,2.6748161,2.5075512,0.953326
1.2163666,1.0312525,0.1695906,0.17761575,0.6449274,-0.9975891,0.21702085,0.3544643,-0.031064043,0.321064,-0.3192418,-0.2751483,0.7631388
2.3546867,0.8881218,-1.6703181,-0.426013,-0.15764345,-1.1147434,-0.2571947,0.89817995,-1.4400576,-0.7409778,-0.19580303,0.3396073,0.3903391
0.48125067,0.82408494,0.29562524,-0.5716791,0.09661828,-0.1610173,0.9934613,-0.013424125,-0.71261185,0.023895206,0.32610565,0.12231,0.19510826
0.46099454,-0.24515307,-1.0915111,-0.30130586,-0.33705556,-0.29024428,0.3654704,0.20053619,-0.682727,-1.0990833,-1.6705208,-1.8529968,-1.540985
0.45446777,-0.2528033,-1.1678278,-1.5412563,-0.4479033,-2.2188573,-1.4137603,-1.3185531,-0.6634777,0.035671003,0.96739817,2.543615,3.0664363
-2.2800863,-2.4045484,-1.3987858,-0.57813454,1.7283671,1.8613386,1.5793016,-1.165305,-1.720974,2.0451305,3.6966488,-0.41921052,-2.390132
1.0733247,0.064224325,-1.8802098,-0.16379388,-0.041582517,-0.2127609,0.61627656,0.89915925,-1.3844128,-0.069052756,0.35306725,-0.23343278,-0.64487755
2.1984873,1.5237252,-1.1034957,-0.9387798,0.82544386,-1.0086435,-0.24594761,-0.33795422,0.13487025,0.31701994,-0.45805594,-0.44244146,0.33625144
-1.0713245,-0.87437415,-1.4320806,-0.97343135,-1.2032132,-1.2049636,-0.7148543,0.037558846,0.32716116,1.9801115,2.0906894,1.5472941,0.1626373
1.199977,0.42314819,-1.743405,0.2450535,0.92143476,-0.3122361,0.91025877,0.4347307,-1.2901016,0.0054422286,0.5667151,0.30274212,0.7803314
1.9948734,1.1273054,-1.127877,-0.1365332,0.86848027,-0.21006125,0.28668472,-0.29198432,0.24356338,1.2367488,-0.026031755,0.22956674,1.340301
0.7654328,0.22750622,-1.1541144,-0.77222097,-0.35879624,-0.39078513,-0.8304095,-0.71348584,-2.0582173,-1.3029705,-2.4416819,-1.1560466,-0.31800273
0.13837214,-0.2200193,-0.7067104,-1.4300363,-1.1773114,-2.611694,-1.0018604,-1.3313957,-1.4476942,0.9587965,3.0727553,3.434667,3.1895466
1.4344313,0.6776287,-1.4705943,-0.5388296,1.0719607,0.17240596,0.581704,0.3366228,-0.71943235,-0.47653887,0.6572585,1.363916,0.9004041
-1.1293364,-1.0424305,-1.3218999,-0.2565338,-0.31105825,-1.1727533,-0.50184476,-0.28857717,0.3026123,1.2302024,2.5272205,2.5378947,1.0694495
-1.0958338,-1.6626719,-1.4954482,-1.4018157,-1.1162782,-0.23934779,3.429462,4.176768,2.5050783,-0.65924233,-2.7017531,-1.3099443,2.1397483
2.5724256,0.6326917,-1.817247,0.03449155,0.8360065,-0.47635666,-0.09007646,-0.022000397,-1.2673987,-0.57216114,-0.07985838,0.5749696,0.4754678
2.4362922,0.60931665,-1.7391398,0.47471887,0.76532537,-0.16697384,-0.2985198,0.26582113,-1.2991744,-0.35496238,-0.10716812,0.4158679,0.74890876
-1.1646628,-2.3564517,-1.7286737,-1.1353524,-0.12157976,0.7368742,3.012805,2.538626,-1.6531951,-1.9149475,-0.2411243,2.8208425,2.187137
-1.4514816,-1.8754193,-1.4086761,-1.3931811,-0.1513933,0.9341272,2.5747209,2.8950496,0.7736528,-2.1598194,-2.1516037,1.3265749,3.5089304
-0.41753128,-1.3210992,-1.8919872,-1.8682294,-0.40498352,-0.4867961,1.985104,3.0300088,3.1578748,1.364634,-1.0706158,-1.8962758,0.12920175
0.08251929,-0.7733701,-1.4644319,-1.850824,-1.3763658,-2.022212,1.3645917,2.7749696,2.5769422,2.656963,1.6959231,-0.3658272,-1.2248913
0.01985156,-0.41977078,-1.014165,-1.4003457,-0.20237707,-0.9532159,-0.13279969,-0.27516335,0.106420845,0.28057134,-0.7994149,-1.631724,-0.3825946
0.40040168,-0.885939,-1.8961635,-1.3220265,-0.4322985,-1.3749048,0.5231443,2.0946987,2.5769138,3.7835326,2.4300008,-0.93974864,-1.8959681
1.8318613,1.692694,-0.6290616,-0.46715352,0.3614787,-2.1211855,-0.35944334,-0.08574089,-0.26640844,0.19806173,-0.03644801,0.27784106,1.2640783
-0.1427122,-1.1775953,-1.0965372,-1.1113795,-1.3521487,-1.2439581,0.42292404,2.1753438,2.7641256,3.9207888,2.036845,-0.95273054,-2.0673141
-1.1382257,-2.0615773,-1.6067215,-1.1407917,1.3997024,1.3877654,3.056264,3.0740378,-0.6547946,-1.6764276,0.55546695,3.0961049,2.2407916
0.13360989,-0.010762385,-0.14272983,-0.7288299,0.08365041,-1.3781186,-1.1032519,-1.6592618,-2.4145112,-1.9703476,-0.9782254,-0.09587485,0.7390342
0.39765388,0.5254813,-0.09225755,-0.8707485,0.42514265,0.14191711,1.0436066,0.18127103,-0.49519488,-0.3383615,-1.3622925,-2.2470605,-1.0640906
-0.53440875,-1.1784043,-1.3327442,-1.2265627,0.012788288,-0.36442238,1.8429829,2.703596,2.3499892,0.72392446,-0.84072405,-1.2873994,0.037930164
0.12577884,-0.35203722,-1.2960091,-2.3335187,-1.5930067,-2.4220502,-0.18799002,0.7311981,1.8708847,3.4161599,3.2263114,0.5284896,-1.3644153
0.5223686,0.27597335,0.046796266,0.5381148,0.1464414,-0.25864643,1.4682555,0.73527354,-0.7102923,0.420754,0.2855808,-0.62399304,-0.7695093
0.27964285,-0.8463515,-1.8674749,-2.2692678,-1.9887798,-1.9171127,0.046228416,2.6234832,3.7142096,2.802857,1.1602087,-0.32222512,-1.417758
0.49746144,0.36376,-0.62745345,-0.2603714,0.25974715,-0.2636322,0.21283042,0.16900727,-0.07190688,0.3673454,0.28208762,0.18982987,0.14733426
-0.64156973,-1.0039866,-1.378055,-2.4525015,-1.2006218,-0.94344455,2.2269483,3.8297005,3.26079,2.2576637,0.69943583,-2.0769598,-2.132141
-0.81790876,-1.2092961,-1.2394707,-1.5648267,-0.6321183,-0.4299801,2.1725318,3.1165323,2.5225282,0.79664713,-1.0255685,-1.2338653,0.62657684
1.8285728,0.024847286,-1.76573,0.36265317,-0.32938838,0.1391268,-0.2690617,0.6781917,-0.8175458,0.23111297,-0.9270339,-0.7816337,-1.5772606
2.0906641,0.7605369,-1.4022554,-0.023659315,1.1778042,0.4646622,-0.7807197,-0.5061099,-0.5969049,-0.13086621,0.14483643,0.24331115,0.91873926
2.4269693,1.105386,-1.3877419,-0.5124309,0.6105566,-0.42046982,-0.17910764,0.6227453,-0.060911894,-0.38433278,-0.11492688,0.19655234,0.878467
0.3108346,0.24447946,-0.076135285,-0.788391,-0.18930694,-1.5718365,-0.894559,-1.136611,-2.3735573,-2.198712,-0.90122366,-0.014175955,0.451241
1.50716,0.11033161,-1.9093857,0.27629256,-0.11352887,-0.28568673,0.61818373,0.5790124,-1.6407192,0.1387488,0.07608463,-0.26034558,-0.61937004
-1.6407586,-1.8538263,-1.6203136,-1.0283766,-0.61096466,0.45508948,2.5850267,3.3727899,1.3020315,-1.2115041,-2.093798,0.8460398,2.3674612
-1.1846347,-1.3914686,-1.9675622,-2.1779346,-0.31653324,0.38212708,3.0428228,2.9684935,1.9107544,0.16551605,-2.0197654,-0.5148764,3.0092447
-0.37974125,-2.0194721,-1.6501213,-1.4875462,0.9050948,1.096263,2.129796,2.9839149,-0.10913566,-2.2067387,-0.39825535,2.4782574,2.8965797
-0.51164895,-0.97631675,-1.3420918,-2.5757253,-1.0272595,-0.6387166,1.5009212,2.559421,3.0024464,2.4522028,0.60965645,-1.7939519,-1.2087331
0.44121122,0.20959623,-0.33696738,0.5199191,0.93537784,-0.012086525,0.86119753,1.1715467,-0.41283652,-0.15177956,-0.16193318,-0.51267093,-0.7210517
-0.9316424,-0.98903584,-1.7172843,-1.1398787,-0.47532755,-0.83004415,-0.8789404,0.6150992,1.303785,2.6695375,2.089974,0.84877086,-0.89068615
-0.0637544,-0.14149979,-0.33126605,-1.2417649,-1.0467008,-2.3772738,-1.216316,-1.4828923,-1.7940158,-0.1822569,1.3386234,1.7655574,2.794636
-0.3275378,-0.5503325,-1.1507108,-0.9626888,-0.7198356,-1.82431,-0.57631415,-0.39051893,0.37904644,1.0259886,2.005162,3.0614917,2.150595
2.203937,1.1035907,-1.31647,-0.764769,-0.04785209,-0.4935763,-0.30221498,-0.2655789,-0.9852759,-0.5258927,-0.018852154,0.4048179,1.0130697
-0.6050177,-1.0855975,-1.5113145,-2.1441019,-0.9292996,-1.1338285,2.2018564,3.9629366,3.5114324,2.2638478,0.18374497,-2.4633346,-2.1809638
1.2650638,0.110511355,-1.225006,0.5367589,0.855971,-0.24474896,-0.013940466,0.44274455,-0.51257247,-0.10800624,-0.17386399,0.17077726,0.7458162
-1.9476348,-2.056769,-1.2875105,0.031834867,1.8493603,1.5226904,1.7122391,-0.5291225,-0.90632194,1.6865615,2.8681254,0.28292486,-2.0121698
0.022256615,-0.16833106,-1.2169422,-1.976357,-0.7007818,-2.0242085,-1.4459155,-1.701188,-0.72127545,0.9944051,2.381624,2.8447514,2.5107193
0.48867998,0.796211,-0.24762045,0.56065065,1.5992527,-0.57621765,0.7415011,0.87917465,0.019300016,0.4846902,0.5218347,0.5054888,1.0402483
0.4046747,0.0982298,-1.0386871,-0.36720392,-0.12920836,0.83559525,0.13612926,0.51114696,-0.38439262,-1.0737822,-0.7026172,-0.7759852,-0.6194239
0.13255697,-0.19447467,-0.27685308,-0.9652266,-1.1239448,-2.5408385,-1.2433826,-1.5983548,-2.1264093,-0.49420598,1.364665,2.3178282,3.1827466
0.6008676,0.5813822,0.2678086,0.014224242,1.0298591,0.2862963,1.2214179,0.4939299,-0.2119063,0.42832437,0.8136908,0.39010337,0.26822186
0.050386317,-0.32011944,-0.5064783,-0.78091955,-0.06436348,-1.3306111,-0.7898155,-1.517777,-2.0198865,-0.9455188,0.58781326,1.6341289,1.9582077
-0.7373846,-2.4248831,-1.9025925,-0.011296722,1.4064827,0.017168548,2.6258337,2.0077384,-0.15856151,-1.5083646,-1.2984036,2.0714173,3.5104387
1.07406,1.0396254,-0.36372826,-0.58390194,-0.41181898,-0.63732964,0.84806097,0.45267636,-0.35809296,0.7874843,0.6576232,-0.4672563,-1.2373174
1.5937182,0.5610176,-1.2047604,-0.98830867,0.065172344,0.21899576,-0.6486513,0.23970138,-0.43471634,-0.9813713,-1.9757514,-1.3935424,-0.8764479
0.1608965,0.30428734,0.43814987,0.4594733,0.62834173,0.056162953,1.4824173,0.29110014,-0.9620503,-0.12582427,0.3655275,0.23247847,0.038885165
-0.61879396,-0.26665112,-0.11753001,0.27359304,1.0196103,0.03278923,1.0479176,0.72493756,0.3152847,0.39915538,0.34315342,0.30516508,0.79405814
0.54175407,0.0458909,-1.4008298,-1.8275081,-1.478115,-2.3981519,-1.1097103,-1.2062688,-0.4902323,1.4793106,2.6795564,2.9934108,2.5635636
-0.42866272,-1.2980808,-1.6717399,-1.576139,-1.6578809,-1.6616737,0.96663356,2.6959147,3.4389012,2.5160215,1.4895602,-0.4079089,-1.5897956
